

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
105.785  000.234: opening buffers
105.892  000.045  000.045: require('bufferline.state')
105.947  000.117: BufEnter autocommands
105.949  000.002: editing files in windows
106.106  000.144  000.144: require('which-key.plugins')
106.260  000.151  000.151: require('which-key.plugins.presets')
106.404  000.141  000.141: require('which-key.plugins.presets.misc')
106.612  000.132  000.132: require('which-key.plugins.marks')
106.802  000.187  000.187: require('which-key.mappings')
107.666  000.175  000.175: require('which-key.plugins.spelling')
108.067  000.149  000.149: require('which-key.plugins.registers')
108.835  000.099  000.099: require('which-key.colors')
121.079  013.952: VimEnter autocommands
121.083  000.005: UIEnter autocommands
125.903  004.683  004.683: sourcing /usr/share/nvim/runtime/autoload/provider/clipboard.vim
125.921  000.155: before starting main loop
126.377  000.123  000.123: require('bufferline.pick')
126.521  000.141  000.141: require('bufferline.duplicates')
126.832  000.310  000.310: require('bufferline.diagnostics')
127.099  000.265  000.265: require('bufferline.models')
127.103  001.051  000.212: require('bufferline.buffers')
127.461  000.119  000.119: require('bufferline.numbers')
127.776  000.133  000.133: require('bufferline.sorters')
127.957  000.157  000.157: require('bufferline.tabpages')
128.200  000.161  000.161: require('bufferline.offset')
128.289  000.080  000.080: require('bufferline.custom_area')
128.849  001.229: first screen update
128.851  000.002: --- NVIM STARTED ---


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.008  000.008: --- NVIM STARTING ---
000.103  000.095: event init
000.168  000.065: early init
000.206  000.038: locale set
000.245  000.039: init first window
000.461  000.215: inits 1
000.466  000.005: window checked
000.467  000.002: parsing arguments
000.833  000.041  000.041: require('vim.shared')
000.920  000.030  000.030: require('vim._meta')
000.922  000.085  000.055: require('vim._editor')
000.923  000.166  000.040: require('vim._init_packages')
000.924  000.291: init lua interpreter
001.311  000.387: expanding arguments
001.344  000.033: inits 2
001.552  000.208: init highlight
